Class,dt1,dt2,dt3,dt4,dt5,dt6,dt7,dt8,dt9,dt10,dt11,dt12,dt13,dt14,Acc,LI
0,1804,48,0,35,570,-684,292,0,317,332,-603,466,100,1234,0.212326327,0.286070538
0,69,259,144,-406,85,-211,-162,-21,-151,-6,0,43000,0,-17,0.016330114,0.237401229
0,-322,238,0,-588,-352,386,-80,10,-45,34,0,-1000,0,29,0.026519337,0.830149961
0,1739,0,0,1268,194,-2069,-2085,0,-2085,-1035,0,0,0,1545,-0.440819861,0.120092379
0,-61282,0,0,37542,-75637,-6294,0,0,2199,10345,-16,-1011000,0,14356,-0.006830582,0.931296735
0,-174,-291,-60,54,-601,-796,33,0,3,329,0,-1000,0,427,-0.001410276,0.344869645
0,8001,-1410,-179,9368,-9674,41136,4768,278,3340,29129,0,-167200,0,17676,-0.040522844,0.382031419
0,-4544,-1829,-2386,3428,-21945,16298,804,-537,-1674,18322,0,-2174000,0,17402,-0.074360316,0.582310137
0,-199,-113,0,4,126,-38,86,-1,-81,-301,0,-1000,0,-324,-0.077834635,0.793428494
0,381,523,-89,-316,312,1054,26,3,-31,81,0,-11000,0,71,-0.032287612,0.796427754
0,97,-1442,-729,-109,-812,-1612,-556,117,-987,1124,-215,-338400,31000,910,-0.01672741,0.486796864
0,45211,40548,-1002,-5725,9658,14130,11144,-1410,-6786,15011,1,-3435000,0,35553,-0.042020341,0.690140532
0,3167,1228,0,146,3001,7889,47,-3,26,0,0,-4146000,84800,166,-0.029670234,0.704733316
0,686,114,0,84,371,1607,189,0,189,301,-6,-14200,12400,315,-0.015370867,0.509025916
0,3822,2420,917,1076,1000,5695,1273,-156,278,2624,43,11800,0,2822,-0.063695486,0.196606186
0,-1060,-891,10,110,-1486,-4388,239,-8,1781,362,0,-517000,0,427,-0.061362141,0.606602325
0,-1345,104,-732,642,-2361,-3495,-734,2,65,1333,0,-11820000,0,1016,-0.015065215,0.43566671
0,25236,22708,2481,-19465,23532,50439,-33655,14,-21371,6895,0,-31226100,0,1704,-0.04958499,0.51056544
0,852,10,0,192,308,3850,105,7,119,507,0,-1400,0,544,0.044676682,0.267145656
0,3602,1929,-323,34,1873,3908,1404,10,-1568,-473,0,-280000,0,1729,-0.099411835,0.693796447
0,164,114,0,-245,-20,355,56,-3,-624,179,-27,-64000,0,184,0.051709474,0.477292056
0,1493,85,14,736,1092,1515,600,5,37,585,0,15700,0,400,-0.060128246,0.296594134
0,11727,2153,0,6135,5002,15554,8156,45,4237,6525,-469,-4959,1989,6725,-0.074009803,0.353548269
0,213,0,0,213,2,-126,-125,0,-125,211,0,0,0,211,0.021489971,0.008595989
0,-106146,-83299,-5838,-10864,-122341,-48472,-1178,3331,10256,14159,2144,-25429000,0,16194,-0.030028443,0.807295569
0,458,-507,-12,520,139,4851,1249,0,807,290,0,183200,-700000,319,-0.021467589,0.471866763
0,132,38,0,-13,77,343,30,1,28,0,-268,0,0,56,-0.012903226,0.351612903
0,6037,2574,1606,2242,-420,8423,2879,2,2581,6281,-9,7644900,0,6457,-0.008867478,0.326059066
0,-228,99,0,-794,-142,-116,-313,0,-134,-100,-100,93,0,-86,0.035879416,0.342703902
0,-1685,-288,5,762,-1148,-10938,-749,-2,-618,-1548,0,6655000,4700000,-537,-0.013338488,0.920549004
0,437,104,0,273,264,185,55,3,18,215,-726,-4900,0,171,-0.022679626,0.328759291
0,895,-80,-1,1022,1261,898,418,-14,-317,-398,-27,150000,0,-367,-0.125245962,0.654326637
0,1044,3592,121,3331,2314,-62183,-3137,-467,-4715,-4790,-20,-196000,0,-1270,-0.067732737,0.203287144
0,361,818,0,-166,1178,-146,-255,-3,-771,-790,0,33000,0,-817,-0.157427117,0.711429894
0,173,-35,0,210,188,77,11,0,-35,-21,-164,-770000,0,-15,-0.07507347,0.441624365
0,1039,495,0,330,339,931,88,2,29,211,351,-516,18772,700,-0.046861185,0.382404951
0,6317,1069,1725,5265,-684,330,473,-11,1336,2872,3181,-718000,0,7000,-0.047642069,0.142867607
0,-942,-629,0,69,-1378,-1506,-883,11,-576,439,0,-137000,0,437,-0.030186256,0.64337401
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075041886,0.471376793
0,6180,-1055,-1,1987,1773,11874,2866,24,2390,3688,0,-851000,0,4407,-0.003307546,0.735499122
0,456,-2,0,543,-106,-17,-173,0,111,0,0,0,0,561,-0.264008621,0.028017241
0,-15917,1670,455,-11412,-13374,-18223,-5376,-158,3864,4050,198,-4400000,-10000000,-2542,-0.06655143,0.438163901
0,-705,-700,0,375,-736,-246,360,3,405,161,0,4000,0,31,-0.030079065,0.350120316
0,4053,4040,911,-454,2371,6505,312,-67,615,761,-5,106000,0,1682,-0.06358776,0.669629654
0,-2279,59,0,367,-2351,832,-251,0,-161,105,11,-5717,0,72,-0.409170794,0.647707301
0,-58,-16,0,-66,-81,37,132,-1,78,0,0,0,0,23,0.072327044,0.84591195
0,-4377,-79,-56,-7077,-4800,889,-364,23,73,251,0,524000,0,422,0.113028473,0.710078931
0,-6864,-15053,-5914,7067,-790,-1940,1677,56,1287,5399,30,12784000,0,-6074,-0.046303038,0.896708176
0,-6337,-560,-6,-5182,-5558,-17663,-8889,-32,-5219,-1148,0,-288000,0,-779,0.037622355,0.474352849
0,48355,43294,0,-6769,-27647,71168,32534,0,23752,54464,0,48110500,0,76003,-0.013214197,0.486396719
0,-214,294,1,-1387,-401,701,61,3,39,147,0,7000,0,187,0.076052797,0.410882643
0,-3739,-383,7,-1448,-2506,-8008,933,21,2410,-1096,0,-315000,0,-1234,-0.055276855,0.746692168
0,435,262,0,-371,261,666,-155,1,-99,163,0,105500,0,174,0.045899772,0.752277904
0,633,300,16,-89,-41,1290,231,15,137,331,0,-16200,0,675,0.000194118,0.343880423
0,1104,225,0,458,623,423,8,0,-1,0,452,0,0,481,0.000682594,0.61774744
0,374,-51,0,-464,55,2655,878,0,304,313,-1,24000,8000,320,-0.105395067,0.588906477
0,-239,-112,0,-162,-129,-583,-4,0,-20,-35,3,-6,147,-111,-0.019351167,0.589641434
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025590551,0.529527559
0,1532,374,0,842,521,617,128,0,89,110,898,900,2232300,1010,0.097214924,0.459800315
0,3070,989,29,919,1256,4986,1063,13,7,595,0,-246000,0,1814,-0.043447011,0.351467235
0,675,871,863,1448,-1558,7092,1021,0,1077,2057,0,599,0,2233,-0.033604734,0.510377297
0,-268,549,151,3445,-596,-3017,412,-13,122,118,0,-44000,0,327,-0.103469955,0.591068568
0,-14653,-23830,-762,7819,-17995,-2888,1830,-17,-21197,-16607,19753,331600,523000,3342,-0.256789991,0.729843884
0,1953,494,299,1596,263,1383,150,1,162,535,1079,-2102100,0,1690,-0.053833456,0.390040352
0,6409,3672,0,149,9673,-1191,-10601,11,-9808,-3379,0,72282,0,-3263,-0.086137364,1.238838195
0,748,343,80,-49,353,289,138,-15,88,268,-2,69000,0,395,-0.007432789,0.580811808
0,-57847,-44425,1076,6417,-5639,-36245,-11626,148,-13574,-23225,25,-7112000,-14600000,-52208,-0.036043919,0.472005517
0,-4338,-8274,27,3871,-5553,2041,137,207,412,-5,-232,-2600,-2600000,1216,-0.077150929,0.297769586
0,-927,-2552,48,-168,517,3917,507,4,-1461,-1517,0,5358400,0,-1445,-0.050795304,0.665901344
0,7410,0,0,-88915,1177,-8383,0,0,-13783,-12494,0,4335000,-2500000,6233,0.00205946,0.9301485
0,-749,552,195,-844,-306,2172,193,3,458,-234,0,-93000,0,-443,-0.032100275,0.219199022
0,-189,-9,0,-104,-127,382,-33,0,-386,-891,302,-956300,3127900,-61,-0.788990826,0.706422018
0,498,479,-1,-23,330,190,142,0,89,166,0,54,0,168,-0.06738367,0.686128183
0,2675,1183,-6,1699,-1206,3614,1432,119,1605,1877,0,-263600,0,3881,-0.012945227,0.449470337
0,4972,-550,-1,4205,139,6958,5195,19,4876,5350,44,-330600,0,4832,0.037251401,0.337807606
0,-11568,15750,-271,11148,-20893,-52075,3007,-523,728,-39,0,157000,0,9325,-0.0879807,0.823358263
0,6471,205,0,-366,6462,3594,190,17,46,0,0,0,0,9,0.001501369,0.991874945
0,-189,-760,0,646,-176,-1,-30,0,-14,-14,-4758,0,0,-14,-0.007535856,0.500688761
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00333152,0.066426435
0,171,0,0,171,1,867,868,0,868,169,0,0,0,170,0.102347983,0.005418423
0,-16527,-684,-41,11773,-11648,-158073,-16535,-736,-9902,-5578,0,41200,0,-4879,-0.061301694,0.441918117
0,37180,11873,995,5741,30044,65628,7850,111,4042,5280,0,12000,0,7136,-0.046986456,0.692027944
0,-2431,2378,1571,-3283,-8163,-900,-769,1,287,4471,0,-4170,0,5732,0.027325686,0.365005963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054673132,0.750543387
0,-32675,17553,11858,-20277,-54465,66933,8369,2387,1766,13520,84,-31140900,138600,21790,-0.051051535,0.709276769
0,-8676,-5856,-1347,-4160,-4090,-88,-584,-2,-4468,-4567,-1429,17126000,54778796,-4586,-0.326728653,0.691745503
0,229,-81,0,-39,199,332,36,0,0,25,0,100,0,30,-0.0512,0.5184
0,1086,113,0,219,757,1736,420,1,1266,-160,408,75300,3967316,329,0.052165105,0.332236009
0,120670,99019,6925,-26234,151638,181688,1742,-228,-1040,-4,0,5996000,26771371,-30968,-0.068909224,0.489225668
0,56914,-18921,57,46639,3361,-40486,12248,87,87795,99541,44766,-253600,0,53552,-0.026112127,0.634474818
0,941,-404,-400,113,-2441,11272,483,-14,181,2270,1148,21900,15158720,3383,0.026512262,0.573076301
0,593,1457,6,-527,-304,494,154,12,62,339,0,43300,0,897,-0.047397357,0.312849162
0,1061,394,0,731,863,51,-98,2,-2,128,0,303000,0,198,-0.071396538,0.256166472
0,-774,-250,-54,-1476,-1227,5389,1440,-20,1524,341,0,-222000,0,453,0.010778053,0.462497363
0,898,644,-27,962,602,2507,188,1,139,164,0,-44000,0,295,-0.04792233,0.517436893
0,-842,-535,58,-293,-2279,5636,-616,16,-62,1889,0,-723000,-658000,1436,0.041925189,0.508137253
0,18048,22,185,2903,23754,-1348,0,0,42,5553,-70,-16700,0,-5705,0.013122973,0.929618949
0,-3667,-1205,97,4425,-5873,-9756,1426,-78,1021,4166,0,203600,0,2205,-0.033062174,0.502667343
0,48,182,0,166,-617,-195,524,0,695,524,135,0,0,665,0.037645448,0.737166324
0,-720,241,45,-740,-555,-3136,-540,0,-155,-164,0,-49100,0,-163,0.010252536,0.148607814
0,-118068,-45547,708,-41462,-102076,-52232,7656,576,12377,22429,-2912,-1028000,0,-15992,-0.03537617,0.431489512
0,-552908,-477817,0,29383,-668867,-732536,55697,3064,-310769,144234,0,-2371300,0,115959,-0.068575464,0.83761519
0,-350,-1953,-28,-454,-1287,3918,1740,9,1167,1527,-4,-84000,0,937,-0.059314099,0.777437921
0,603,-4,0,259,291,785,169,1,115,288,7,0,0,312,-0.027769986,0.503225806
0,563,-114,0,403,374,261,62,2,5,217,0,285300,0,190,-0.034316911,0.287534122
0,4118,7483,300,-5841,-3857,-4993,5866,-108,9505,5075,0,-8712800,0,7975,-0.016592293,0.231468208
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006942481,0.483700091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029319326,0.345110176
0,-10379,-2839,-249,6776,-14034,-42576,23,-400,27139,-2677,0,-279000,0,3656,-0.086576642,0.501543887
0,11596,-1344,-95,12237,-494,5703,2662,-623,755,9752,0,51013300,0,12091,-0.012402198,0.432119936
0,-2575,1009,-377,-3714,-3305,7258,307,8,19,719,-4,932000,2087400,730,0.108552466,0.459701342
0,1501,-235,-3,1282,1308,-610,-177,0,72,261,0,11000,0,193,-0.015451411,0.445345422
0,363771,2568,-188,-96338,325686,-1635,0,0,159,31155,41,8393000,0,38086,-0.001758672,0.939169131
0,-36112,1728,124,-918,-31048,21019,3186,-42,-8241,-335,0,-636000,0,-5064,-0.0197853,0.965264888
0,1083,-471,0,1007,920,439,397,-10,-61,-320,49,-958000,-939000,163,-0.062616289,0.833089385
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,257,267,0,-43,261,-1357,-186,0,-47,-36,0,2000,0,-4,0.019536424,0.534768212
0,3842,863,518,705,4355,3038,-1100,9,-207,-318,0,31200,0,-513,0.00990383,0.678163776
0,1368,-185,-275,1302,383,1675,23,5,11,944,0,-97000,0,985,-0.016757617,0.260618463
0,569,32,40,-46,733,70,-502,-4,-431,-220,4,21,4277825,-164,0.141579152,0.602878257
0,-82,-74,-55,149,-224,-88,-200,0,-86,135,0,-12000,0,142,-0.024859859,0.387033878
0,-429,732,0,42,-469,144,-155,1,-1,34,0,8600,0,39,-0.130917592,0.505969775
0,-166,1176,0,534,6243,-946,106,0,-172,2311,0,0,0,4169,-0.017205521,1.180374362
0,-17978,-10529,-6859,-6994,-7778,-25720,674,33,1098,-5947,-7105,-795000,0,-10200,-0.098090883,0.524233718
0,-36667,-35091,-24165,444,-28116,-3765,-398,19,-8327,24467,-9000,-3306000,0,-8550,-0.086159406,0.735346234
0,-2445,-2039,-827,79,-3326,-366,-109,1,556,2633,0,-193000,0,880,0.027321157,0.693417047
0,415,14,0,179,229,465,149,1,78,97,45,0,0,187,0.165735568,0.523277467
0,15814,18209,11088,-1492,15581,429,110,0,233,233,-51242,0,0,234,-0.003751017,0.454970098
0,299,-102,0,513,4,352,-30,1,-14,647,-108,-50400,0,294,-0.014503978,0.345842428
0,6876,3186,1943,3153,-739,4737,592,-2,200,3739,3674,200,789400,7615,-0.054846284,0.386116597
0,5826,-33,125,20,3653,14177,215,12,-401,2184,0,-37900,0,2173,0.106210079,0.563555496
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063632533,0.567635904
0,-16903,-5129,-10,-6913,-16948,-1858,349,-38,7674,698,0,16000,0,45,0.080767748,0.448654899
0,201,-63,0,-40,-88,505,-40,2,-16,135,0,-28000,0,288,-0.021708455,0.695213286
0,8441,9491,1057,-2730,5585,19309,319,4,49,2983,-994,-163500,16281291,2854,-0.037480903,0.716338412
0,9019,5047,353,-976,9452,5280,-654,51,-671,329,0,4867000,0,-434,-0.076513972,0.931492256
0,1073,161,0,853,310,1044,167,0,120,297,459,458000,6994000,763,-0.107727738,0.587001024
0,1844,254,-57,410,432,1407,275,26,87,788,0,340500,0,1413,-0.023115159,0.503423824
0,31,585,-25,-338,-135,-111,128,0,3,218,-11,1800,0,166,-0.073802912,0.482201464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058252427,0.003236246
0,66985,0,0,-1607,53620,1678,0,0,-2408,7219,-1,-1649000,0,13365,-0.023305262,0.943029795
0,463,-38,0,369,138,1272,77,0,47,354,-678,-290700,105000,325,-0.018168055,0.367524603
0,-280,-77,0,70,-136,-123,-135,-1,-219,8,-50,17000,0,-144,-0.02195815,0.336863859
0,26026,13234,7190,250,11987,4102,-192,16,916,2375,2604,180000,0,14039,0.0174244,0.433231245
0,185,-37,0,285,-22,48,-100,0,-138,-248,448,9720,12495698,207,-0.257142857,0.108994709
0,-25145,-19068,1253,-2719,-23728,624,483,-42,2781,6579,0,-1518000,0,-1416,-0.039447345,0.721978256
0,3418,1244,139,2216,459,1954,573,0,385,1700,355,-18200,765149,2959,-0.054686774,0.577462608
0,284,148,3,224,358,61,-71,3,106,-144,-31,234,40,-74,-0.017991875,0.447862256
0,17309,14805,-2244,-30413,-108,80268,24983,1359,8154,-12873,9,810000,0,17417,-0.052056729,0.671608325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047705096,0.852392999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128638498,0.667605634
0,1065,765,-53,-1025,-257,2637,450,-4,368,807,0,4070000,0,1322,-0.0086366,0.582627419
0,6223,6251,5606,-834,3234,4915,28,38,60,2429,0,2800,0,2989,-0.038287028,0.420887977
0,-45,-98,32,-1354,-24,-298,-266,11,-112,50,-96,-305000,0,-20,0.015206276,0.513619535
0,-2071,-328,0,-260,-2567,-687,878,7,388,0,-1,-118000,0,496,-0.062395169,0.522755228
0,145,-459,71,986,-562,95,326,-1,736,702,0,673200,0,706,-0.051481952,0.178864581
0,426,60,0,171,447,-169,-117,1,-97,-22,-9,310200,2066000,-22,0.029115342,0.662933931
0,-42146,-6113,-3423,1077,-42093,-28196,547,129,207,5354,-103,617500,0,-54,-0.030267382,0.369466297
0,254,-182,0,317,-565,349,379,1,305,769,0,378000,0,818,-0.040767969,0.561577253
0,-174914,-55914,-12235,15268,-188868,-7537,4287,0,-261640,-260156,275995,249668000,129614767,13955,-0.126424012,0.961184332
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205451736,0.592577853
0,-1588,-40,0,1858,-1222,2981,-193,1,-196,-11,-295,-158500,940200,-366,-0.14375963,0.832152029
0,1289,0,0,1289,9,136,135,0,135,1081,0,0,0,1281,0.133641975,0.008333333
0,-804,-193,23,-547,-643,53,-515,7,-213,-316,0,44700,0,-160,0.052163604,0.679164197
0,-34918,-16875,-1654,-36852,-40635,34224,1674,-222,6822,-100544,143,405000,-50000000,5717,-0.054264826,0.33863446
0,16679,10929,1559,1591,3380,17194,2688,-16,3597,12526,547,87200,0,13300,0.023133156,0.374976392
0,7517,1148,41,5055,991,1324,312,-115,773,5384,0,13732300,0,6526,-0.033711201,0.252009368
0,-15191,5693,-1073,-12775,-17916,21835,-2519,-10,407,1182,0,-225000,0,2725,-0.021245189,0.780568605
0,-19,258,0,-259,-402,683,33,0,62,384,0,-100900,0,384,-0.056315995,0.322057098
0,-669,-610,3740,69,-23,1300,-34,7,-867,991,0,-1307000,0,-646,-0.064814098,0.54596589
0,10840,2256,0,6056,6608,17093,1058,1,164,3916,38,9620200,21922800,4233,-0.083372616,0.592344678
0,5027,681,0,-243,4299,8414,775,-2,445,714,0,-58000,0,727,0.013055972,0.829241629
0,291,-1699,0,72,340,-448,-2136,38,-588,501,6,-129000,0,-48,-0.020077661,0.461146642
0,-521,-32,0,-451,-541,-855,14,0,164,83,0,4800,0,20,0.046809986,0.801664355
0,9252,5498,-461,1516,3019,2070,2137,-22,2626,1644,0,430000,0,6233,-0.03543405,0.445384484
0,2263,621,384,1701,-181,494,170,0,87,105,2125,5152,58420,2442,-0.068371158,0.099396725
0,35283,27131,-3101,2382,4468,32166,3912,73,2042,4717,21732,-1877000,26000000,30815,-0.028895904,0.747251309
0,-1573,-376,0,-33,-1794,-2477,-345,-4,-238,40,0,-51000,0,221,-0.055300269,0.339961971
0,944,471,75,751,315,342,73,10,66,323,0,-2648500,0,629,-0.042875989,0.277704485
0,7966,-105,86,3181,2819,2646,246,99,1263,3404,5,81000,0,5146,0.040185471,0.370086791
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048418467,0.524004504
0,29,-1645,-142,358,-975,5177,840,0,1077,979,0,40000,0,1004,-0.039698309,0.57742995
0,-25,-73,0,13,-24,388,-43,1,0,-2,-8,-128600,24500,0,-0.04443702,0.54961577
0,1860,-224,63,1893,-824,1335,243,17,1094,1974,0,130000,0,2685,-0.008675877,0.351697083
0,280,463166,1466,-690,236,-306,-10,0,34,34,-8117,0,0,44,-0.004446686,0.469620512
0,815,833,394,292,570,248,33,4,46,203,-8,-29900,0,246,-0.086989538,0.494853189
0,2119,1453,-14,-986,194,2345,377,14,274,2203,0,317000,0,1925,0.000485195,0.405650438
0,-299,410,0,-442,-375,260,-975,29,-922,338,0,85000,0,78,-0.055189148,0.484342176
0,-988,167,205,-1926,-1084,-649,-400,-4,7,60,0,300,0,96,0.075802255,0.300780572
0,210,8,0,90,71,324,21,0,-9,13,0,0,0,139,0.037946429,0.473214286
0,-2633,-2937,0,338,-2449,1724,-489,6,-184,597,0,156000,0,-184,-0.097701463,0.299318615
0,-855,418,-48,-1501,-725,2414,-379,-1,-178,-140,0,-945400,0,-128,-0.045861924,0.572608878
0,-709,-1131,-2,-121,-935,1788,1114,1,392,224,2,-9300,0,226,0.128332003,0.873264166
0,-3586,3128,1197,-16501,1022,-35162,2677,122,-2202,5897,7,308000,0,-4608,0.012382916,0.413702954
0,-6726,-2813,-367,-1624,-3754,-10493,-403,-17,1687,-743,0,-47000,0,-2973,0.0583482,0.61444013
0,-1145,-491,3,-76,-1609,-2710,26,6,14,0,0,76000,0,464,-0.011986638,0.619728827
0,863,-1486,-320,1483,572,2137,866,-17,337,994,0,-1000,0,292,-0.018057589,0.162806691
0,154826,186120,13915,-54979,23110,21156,689,1969,9732,29391,623,126201000,0,131716,-0.01372626,0.394409902
0,-838,-2026,15,657,-4078,5146,-1082,11,-476,1759,0,-2688700,0,3240,-0.017321548,0.820299012
0,-626,-291,-16,-350,-605,235,14,0,-61,134,0,2000,0,-21,-0.066268487,0.519908987
0,-10493,-7679,-55,298,-20537,-21141,-220,-11,7907,8622,0,7000,0,10044,-0.035758362,0.647848131
0,3742,2328,-90,4487,-958,8712,1240,81,-485,4707,0,8400200,0,4699,-0.027700339,0.454549667
0,5220,3991,444,-434,2135,3916,814,16,352,2772,0,-1817600,0,3086,-0.027909468,0.377527789
0,-44,79,0,-80,-829,799,-74,2,-49,163,627,7500,1351600,787,-0.014999571,0.726664952
0,1285,1041,261,1073,359,7436,805,-18,655,949,0,-43500,0,925,-0.133593877,0.558736362
0,3923,730,0,1784,2258,4964,1058,1,414,0,1,-2045800,5791920,1664,-0.088600406,0.392454361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004271715,0.206214926
0,116,-22,-80,178,119,91,0,0,-15,-89,-17,1343500,1438953,-4,-0.024975025,0.991008991
0,-260,-1025,-2,641,-216,1411,-93,10,-72,-19,-59,-48000,0,-43,-0.069295668,0.418428287
0,-51052,-4927,-6299,6335,-40882,-38687,-16049,21,-1918,179,-608,-53232000,-784958426,-10169,-0.103336623,0.730500327
0,115780,57133,3737,-51335,69459,25517,-16864,-137,-11753,44416,-135,-3470300,0,46321,-0.013122182,0.450339854
0,206,-326,-52,-75,-124,-976,-459,4,-313,558,0,-67000,0,330,0.022070726,0.455049184
0,-5591,-614,-531,-2574,-4256,-4925,-886,-14,170,-323,0,18000,0,-1334,-0.047724425,0.448422961
0,3543,1256,8,2886,1451,3528,1646,0,-1383,884,-259,-729600,0,2093,-0.077961009,0.781907662
0,72,59,157,16,50,-194,-5,0,13,28,0,-191000,0,22,-0.01489842,0.546004515
0,-1631,-469,0,-2097,-952,1954,1002,5,880,438,0,-220000,0,-678,0.004118411,0.632189944
0,-5535,-3589,120,-2838,-3786,-1776,-4876,-58,-2527,3347,0,57400,49500,-1750,-0.011429555,0.169807697
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009960159,0.749003984
0,-1641,-2797,1,-1004,-647,3977,-2162,38,-2653,-431,0,743000,0,-994,-0.018423504,0.206000098
0,-293,-1721,-5,-338,-676,2039,1192,-4,881,233,0,3945500,0,384,-0.058566624,0.438529065
0,-659,-1314,0,857,-472,506,-336,-37,144,160,0,-18596500,0,-186,-0.041234209,0.07475461
0,15696,11376,1161,1548,14363,4156,-372,65,-197,85,282,2203000,2748900,1335,-0.012082212,0.811199028
0,43771,-2724,108,42807,44152,29942,8487,822,6150,37454,0,1923500,0,-381,-0.064005471,0.29702033
0,-5158,-1975,0,835,-4496,-7176,-597,-3,-649,428,0,-2409000,0,-663,-0.071519821,0.504540548
0,-215,67,0,-292,-12,-73,-80,0,-67,-204,-559,-4400,0,-203,0.020527859,0.074780059
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06941993,0.794008418
0,-2221,-192,0,-2108,-203,-3045,-784,2,-1181,-1345,0,6400,0,-2020,-0.063079777,0.16553288
0,4501,-1192,0,6357,-1115,3368,967,-44,1115,4688,49,-148000,-2800000,5617,-0.021975759,0.253423183
0,-194,-182,0,-7,-74,68,11,0,-120,0,0,0,0,-119,-0.12526096,1.051148225
0,344,-176,0,306,324,1303,51,1,94,-28,9,8551,22550,19,-0.037603306,0.401652893
0,8805,2977,2,295,10449,13107,3618,20,2100,-1273,-1724,21600,0,-1645,-0.035175369,0.599142889
0,854,1905,88,-1327,-240,1965,-44,-1,-58,936,-47,164100,51200,1094,-0.025157621,0.167140561
0,-123,-290,-168,14,-116,317,133,-1,253,2,0,-296000,0,-6,0.026649746,0.434010152
0,-350,-165,0,-217,-2080,-167,-243,0,108,0,1437,-730400,4268000,1730,0.173333333,0.161960784
0,-1947,98,0,-1846,-1395,-1838,-2413,0,-2193,-697,0,7007170,0,-552,-0.014609243,0.185222397
0,-2412,-2690,-289,4560,-7719,-9081,-751,-17,1686,7129,0,-115000,0,5307,-0.057163671,0.473502444
0,-41,-52,0,-33,-31,118,114,0,67,0,0,0,0,-10,-0.083507307,0.674321503
0,1074,-54,0,1131,529,628,489,27,120,572,0,19500,0,545,-0.000500445,0.256005338
0,2909,-324,-25,-354,2149,386,205,3,41,740,0,35600,0,759,0.130738959,0.27459554
0,17247,10724,9135,-62,13208,21343,1151,6,1197,13575,0,-1120700,0,4039,-0.020900544,0.672151832
0,8607,586,20,5533,-1355,9270,2937,130,2816,13873,0,1191100,0,9963,-0.047138564,0.239205342
0,6122,1507,0,852,2773,4974,1423,41,978,1833,0,-105900,0,3349,-0.01130929,0.093375147
0,-647,242,-3,88,-1322,512,129,5,-187,649,0,1675000,-28460466,675,-0.068965517,0.566187612
0,184072,105340,10737,62636,26511,111034,60300,2027,64912,186462,0,5800,-1000000,157561,-0.054918238,0.683875194
0,1763,-404,-230,658,763,1129,-346,2,46,983,-1,2006700,0,1000,-0.006384457,0.398115373
0,39138,51417,3017,-17120,23845,-33172,-7651,-424,1353,19,-9507,-8264000,0,15292,-0.053872906,0.316213563
0,641,319,311,57,195,261,96,0,-6,443,0,145000,0,448,-0.01022582,0.852932822
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032461772,0.113373321
0,3226,-21,-13,15,2641,8001,1360,-4,680,209,0,-12200,0,585,-0.004793449,0.666089677
0,173387,10094,-1262,27479,171362,-2172,-3146,96,-433,5156,1565,-33414800,0,2025,0.012192443,0.788082514
0,237,13,-7,513,-15,-116,-186,9,-61,244,0,-1648800,0,251,-0.086267385,0.33730109
0,-187,-847,0,1374,-611,-814,234,-1,203,576,0,3800,0,424,-0.044356087,0.169186448
0,4987,499,0,3485,1054,5351,542,0,-467,709,3058,3818000,5475200,3934,0.023084426,0.53235071
0,7332,748,373,380,4926,-2413,-3285,28,-932,1248,570,-97300,300000,2406,0.026749412,0.569798131
0,-348,-21,0,-361,-330,-661,294,0,315,-23,1,-3600,20000,-17,-0.04380849,0.426963244
0,-765,-462,3,-109,204,121,-343,11,-926,-935,-2,229,0,-970,-0.154578189,0.943930041
0,1446,660,0,356,671,912,164,0,156,319,-301,1103600,4290100,774,-0.068102445,0.549670159
0,773,111,0,402,365,872,308,0,212,383,-305,221800,11701200,408,0.00166113,0.329457364
0,-104,126,16,-175,-397,175,88,-5,93,235,28,-37700,478000,294,0.132379905,0.321598827
0,-61,3,0,-32,0,22,24,1,23,-70,0,29700,0,-62,-0.01405912,0.037130497
0,-1398,-870,0,-318,-81,193,-35,-48,-1386,-1261,5,5855700,0,-1317,-0.091226187,0.42527502
0,166,706,249,-297,516,-651,-343,0,-480,-341,0,-2200,0,-350,-0.035776614,0.328388598
0,272483,252125,1071,-5027,255401,58472,443,-45,-8171,-52436,0,-23900,-20996000,17081,-0.046255704,0.490934558
0,1206,1494,771,-47,-955,-903,-225,20,-188,1002,1426,1285000,2300000,2161,-0.040878305,0.348140471
